Source page: http://www.houstontexans.com/team/roster.html,,,,,,,,
name_link,name_link/_text,number,pos_value,ht_number,wt_number,age_number,exp_value,college_value
http://www.houstontexans.com/team/roster/Darryl-Morris/2c4410fa-3bbe-44b4-9cfe-ecd533dca566,"Morris, Darryl",21,DB,5; 10,188,24,3,Texas State
http://www.houstontexans.com/team/roster/Keith-Mumphery/ae2f5208-c42d-4fc4-a6bc-aad852137274,"Mumphery, Keith",12,WR,6; 0,215,23,R,Michigan State
http://www.houstontexans.com/team/roster/Derek-Newton/ee1bc398-eaad-471e-bc3c-2a76085cdf73,"Newton, Derek",72,T,6; 6,313,27,5,Arkansas State
http://www.houstontexans.com/team/roster/Louis-Nix/f81337cf-24cd-4aec-8451-2d79d6119004,"Nix, Louis",92,DT,6; 2,331,23,2,Notre Dame
http://www.houstontexans.com/team/roster/Uzoma-Nwachukwu/afc82d00-48cc-49d6-bbc2-11051e606bcf,"Nwachukwu, Uzoma",17,WR,5; 11,198,24,2,Texas A&M
http://www.houstontexans.com/team/roster/Jeoffrey-Pagan/1bc45fac-a02e-49bf-8453-5789ed3e43bb,"Pagan, Jeoffrey",97,DE,6; 3,310,22,2,Alabama
http://www.houstontexans.com/team/roster/Terrance-Parks/38d2068a-8222-4aae-afe3-cf4d1f7631fd,"Parks, Terrance",27,DB,6; 2,218,25,0,Florida State
http://www.houstontexans.com/team/roster/Dan-Pettinato/6d0d4456-72b8-4b0c-b1f7-b4ebf94c6b24,"Pettinato, Dan",96,DE,6; 4,277,23,R,Arizona
http://www.houstontexans.com/team/roster/Eddie-Pleasant/9878c8fc-96aa-46ea-b6dc-4ae06b147edf,"Pleasant, Eddie",35,SAF,5; 10,210,26,3,Oregon
http://www.houstontexans.com/team/roster/Chris-Polk/fe0629ec-e4e3-4f73-bd95-0b0b5b14b07f,"Polk, Chris",22,RB,5; 11,222,25,4,Washington
http://www.houstontexans.com/team/roster/Jay-Prosch/59392bbc-d65d-4b15-ad37-b14d9344fc0c,"Prosch, Jay",45,FB,6; 1,256,22,2,Auburn
http://www.houstontexans.com/team/roster/David-Quessenberry/a1444c97-22b0-4378-8da8-acfc48382c24,"Quessenberry, David",77,OT,6; 5,307,24,3,San Jose State
http://www.houstontexans.com/team/roster/Jumal-Rolle/a62aff79-bca9-4922-9866-b80b2c97433a,"Rolle, Jumal",20,DB,6; 0,188,25,2,Catawba
http://www.houstontexans.com/team/roster/Tom-Savage/37573b31-f85e-4e63-9382-6f573c695b3f,"Savage, Tom",3,QB,6; 4,228,25,2,Pittsburgh
http://www.houstontexans.com/team/roster/Cecil-Shorts/1345dca9-d27a-4171-a6b9-5007ab5bcd3f,"Shorts, Cecil",18,WR,6; 0,202,27,5,Mount Union
